descricao;endereco;area;quartos;suites;wc;vagas;valor;condominio;lat;lon;weblink
"Apartamento Duplex 100m² no Cristo Rei, 3 quartos, 2 vagas, último andar, (13º andar), vista oeste2 Suítes uma com hidro + 1 BWC social2 vagas na garagem (cobertas, livres e exclusivas)Área total: 156m2Segurança: Portaria 24h, CFTV2 elevadores (substituídos por novos em 2012)Ensolarado (a foto panorâmica é da vista da janela da sala)Vidro duplo (diminui ruído)Aquecedor a Gás (com exaustor)Grades de Aço nas janelas (segurança para as crianças)Escada com portãozinho (segurança para crianças pequenas)Imóvel 100% quitado; pode ser financiadoPossui um jardim no 3º pavimento com academia ao ar livreEstação Tubo em frente ao prédio (estação Capanema)Condomínio bem cuidadoApesar de ser último andar, nunca teve problemas com infiltraçõesNome do condomínio: Edifício Cidade do SolIdade do edifício: 35 AnosTaxa de condomínio atual = R$ 704,14IPTU 2021 = 870,18ou 10 x R$90,54Área de uso exclusivo: 100m2Área comum: 18,99m2Área da garagem: 37,00m2Área total: 156m2Não tem salão de festasNão tem playgroundNão tem churrasqueira""valores no anúncio sujeitos a alterações sem prévio aviso""";Avenida Presidente Affonso Camargo;156;3;2;3;2;390000;770;-25.435429;-49.250553;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cristo-rei-bairros-curitiba-com-garagem-100m2-venda-RS390000-id-2537867877/
Apartamento bem localizado, próximo ao Parque Barigui e a 5 minutos à pé da estação Campina do Siqueira. Rua arborizada, com padaria, farmácia, quitanda, bancos e outros serviços a 50 metros do Edifício. Imóvel arejado e com face norte, armários embutidos em 2 quartos. Lazer completo no térreo e segurança 24h. Dependências de empregada, lavabo e churrasqueira.;Rua Padre Anchieta;-;5;2;5;2;1500000;1760;-25.432751;-49.298047;https://www.vivareal.com.br/imovel/apartamento-5-quartos-bigorrilho-bairros-curitiba-com-garagem-200m2-venda-RS1500000-id-2574073777/
No centro de tudo de Curitiba , a duas quadras do shopping estação e praça carlos gomes, arejado, sol pela manhã, lazer completo - academia, piscina, salão de festa no último andar. Lavanderia, mobiliado, garagem livre e coberta, portaria 24h.Aceita imóvel até 200mil e carro até 50mil.;Avenida Visconde de Guarapuava;-;2;1;2;1;590000;650;-25.436219;-49.26858;https://www.vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-curitiba-com-garagem-69m2-venda-RS590000-id-2565090666/
Prédio pequeno, super bem estruturado, com toda a segurança. Condomínio baixo. Apto 02 dorms, sendo 1 suíte, de frente com sacada, ensolarado e ventilado, semi mobiliado, com cozinha integrada, ampla sala. Banheiros com box blindex e gabinetes, quartos com armários. Cozinha com armários e fogão. Local alto, excelente, com onibus na porta, fica a 1,5 km do Shopping Jocquey e Unibrasil. Fácil acesso à Linha Verde, Centro e BR.;Rua Percy Feliciano de Castilho;-;2;1;2;1;389000;350;-25.414839;-49.212015;https://www.vivareal.com.br/imovel/apartamento-2-quartos-bairro-alto-bairros-curitiba-com-garagem-70m2-venda-RS389000-id-2584241861/
* Apartamento espaçoso bem no centro , na Marechal , em cima do cartório Volpi* 3 quartos amplos , com uma iluminação excelente.* Ampla sala para dois ambientes.* Piso em tacos de madeira , nas salas e nos quartos* Cozinha , pia com granito e armário.* Área de serviço com tanque* Quarto de empregada ( ou despensa) e banheiro.* BWC social.* 2 apartamentos por andar* 2 elevadores* Portaria com horário comercial de segunda a sexta e nos outros horários os moradores tem a chave.;Rua Marechal Deodoro;79;3;-;2;-;300000;700;-25.431733;-49.270001;https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-curitiba-107m2-venda-RS300000-id-2549436471/
Aluguel: 2.700/mês O apartamento tem uma vista panorâmica do centro de Curitiba, possui uma área de 110,00 m² de área privativa, sendo quatro quartos, dois banheiros, ( um possui banheira ), um lavabo, cozinha com bancada de granito e armário planejado, lavanderia, área de serviço e uma vaga para garagem. O edifício tem salão de festas, área infantil, sala de jogos, terraço aberto, portaria com sistema interno de monitoramento e segurança 24h, possui no total de 2 elevadores, e portão eletrônico. Há poucos passos de várias coisas que você precisa no dia-a-dia: farmácia, mercado, panificadora, papelaria, transporte, banco, loja de eletrônicos, supermercado, café e bar e shopping.;Rua Mauá;-;4;-;3;1;570000;750;-25.417696;-49.262502;https://www.vivareal.com.br/imovel/apartamento-4-quartos-alto-da-gloria-bairros-curitiba-com-garagem-110m2-venda-RS570000-id-2568413010/
3 VAGAS DE GARAGEM! MUDE JÁ PARA UM APARTAMENTO PLAENGE NOVO! NADA PARECIDO NA REGIÃO! Fantástico apartamento no Edifício WM120. Imóvel NOVO, padrão PLAENGE, a entregue em julho de 2021. Localizado no AHÚ, um dos bairros mais NOBRES e VALORIZADOS de Curitiba. Um super apartamento com acabamento em ALTO PADRÃO, com importantes DIFERENCIAIS: ampla sala integrada com varanda e cozinha, churrasqueira a carvão, 3 SUÍTES e, ainda, DEPÓSITO para guardar objetos de utilização menos frequente. O apartamento vem ainda com PORCELANATO 80x80cm nas salas, cozinha, lavabo e sacada, PISOS AQUECIDOS nos banheiros (exceto lavabo e de serviço), PERSIANAS INTEGRADAS e AUTOMATIZADAS nas suítes, entre outros diferenciais. Além disso, o prédio possui PISCINA COBERTA e AQUECIDA, salão de festas, espaço criança, sala de jogos, salão de festas, academia e pilates, bem como espaço para treinamento funcional. Apartamento super ENSOLARADO, pegando o SOL da manhã e da tarde. Melhor localização de sol. Localizado a poucos METROS DA JUSTIÇA FEDERAL, de vários restaurantes, padarias, farmácias, lavanderias, etc. Entrada em rua sem saída, garantindo ainda mais segurança e tranquilidade.;Rua Fausto Nascimento Bittencourt;-;3;3;5;3;1620000;-;-25.403024;-49.25974;https://www.vivareal.com.br/imovel/apartamento-3-quartos-ahu-bairros-curitiba-com-garagem-132m2-venda-RS1620000-id-2501098374/
Apartamento cobertura duplex face norte à venda no CabralApartamento cobertura, duplex, com 3 dormitórios, face norte, à venda, 137m² por R$640.000 - Cabral - Curitiba/PR - Res. Spazzio CadoroÁrea privativa:• 3 dormitórios, sendo um deles suíte• Sala para dois ambientes• Cozinha americana com armários e instalação para máquina de lavar louças• Banheiros com box em blindex• Espaço gourmet com churrasqueira, armários e pia com água aquecida num ambiente amplo conjugado com sala e painel para TV de até 60 polegadas• Varanda coberta com amplas janelas em vidro temperado com visão de 180°• Lavanderia com água aquecida no tanque• Tampos de granito em todas as dependências• Piso laminado nos quartos e porcelanato nas demais dependências• Ar condicionado inverter em dois quartos e no espaço gourmet• Cabeamento instalado para automação e distribuição de mídia para todos os ambientes• Sistema de som embutido em vários ambientes• Iluminação planejada totalmente em LED• Sistema de aquecimento central digital• Cortinas blackout na suíte e espaço gourmet• Espaço para armazenamento (pode ser convertido em escritório ou quarto)• 2 vagas de garagemÁrea compartilhada:• Portaria 24 horas e segurança com monitoramento CFTV.• Salão de festas• Churrasqueira• Quadra poliesportivaPrédio de 3 andares, sem elevador, com localização privilegiada na Anita Garibaldi ao lado do Ahú, com comércio local diversificado, academias de ginástica, supermercados, farmácias e restaurantes. Próximo à Justiça Federal, Parque São Lourenço, Complexo Judiciário e Museu Oscar Niemeyer.Agende uma visita e venha conhecer este apartamento aconchegante com bela vista e iluminado pelos raios de sol da manhã.;Avenida Anita Garibaldi;-;3;1;3;2;640000;525;-25.398019;-49.256682;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cabral-bairros-curitiba-com-garagem-137m2-venda-RS640000-id-2547149340/
Apartamento bem localizado, super ensolarado, rua calma, antigo entretanto com reforma nas esquadrias, banheiros, tubulação de água e gás. Excelente oportunidade pra quem busca morar em uma localização privilegiada.Prédio com piscina.;Rua Padre Anchieta;-;4;1;3;2;720000;1300;-25.425858;-49.282143;https://www.vivareal.com.br/imovel/apartamento-4-quartos-merces-bairros-curitiba-com-garagem-168m2-venda-RS720000-id-2580288498/
Viva em uma das melhores regiões de Curitiba, o Portão.Sua localização é estratégica, um bairro com fácil acesso a todas as regiões de Curitiba e com diversas opções de compras, lazer, restaurantes e diversão. O condomínio oferece sala de jogos, piscina, lavanderia equipada, academia, segurança 24 hs, co-working com computadores disponíveis, salas para receber poucas pessoas, salão de festa que comporta grandes e pequenas comemorações.O apartamento tem cozinha mobiliada com armários de bom gosto.;Rua Augusto de Mari;45;1;-;1;-;249900;350;-25.474844;-49.291907;https://www.vivareal.com.br/imovel/apartamento-1-quartos-portao-bairros-curitiba-33m2-venda-RS249900-id-2574004274/
Excelente Apto, 4. andar, a duas quadras do eixo comercial, ensolarado, boa visão da vizinhança. Sala ampla em dois ambientes, sacada envidraçada com churrasqueira, mobiliado com um dos quartos formatado para escritório com espaço para berço, suite com ar condicionado e outro quarto com armarios, piso todo em porcelanato de bom gosto. Cozinha com armarios, cooktop e exaustor. Banheiro da suite e social com box, armarios e metais. Prédio com charme de residencia unifamiliar, portaria eletrônica, sistema de segurança, elevador, salão de festas, terraço com vista panorâmica. Vaga de garagem 12 m2 exclusiva com escritura, coberta, no subsolo de facil acesso. Local tranquilo, proximo a transporte, centro comercial, farmacia e padaria.;Rua Mário Chalbaud Biscaia;115;3;1;2;1;352000;260;-25.495202;-49.297034;https://www.vivareal.com.br/imovel/apartamento-3-quartos-novo-mundo-bairros-curitiba-com-garagem-67m2-venda-RS352000-id-2522878143/
Disponível - Direto com proprietarioSomente venda - R$499.000- Alto da XV- Apartamento com 3 quartos sendo 1 suíte- Possui Elevador- Face Norte (Sol o dia todo) Muito bem ventilado no Verão e agradável no Inverno.- Fácil acesso a região central- Com 107m2 de área privativa - 160m2 área total- Sala para 3 ambientes- Elevador- 02 Vagas de Garagem (coberta)- Bons comércios na região (Academia, oficina mecânica, Mc Donald's, pizzaria, panificadora, farmácia, restaurante).;Avenida Senador Souza Naves;160;3;1;2;2;499000;600;-25.431017;-49.254782;https://www.vivareal.com.br/imovel/apartamento-3-quartos-alto-da-rua-xv-bairros-curitiba-com-garagem-107m2-venda-RS499000-id-2540008874/
PLANTA DE STUDIO ONE HOUSE.Studio de 17m² no One House, novo conceito construído próximo ao Shopping Palladium e ao Super Muffato, com localização privilegiada. O condomínio possui uma infraestrutura completa com academia, piscina, espaços para festas, lounge bar, coworking e lavanderia.Studio localizado no terceiro andar com face para o oeste. Nele há um espaço todo pensado para maior comodidade e praticidade. Nas fotos, há um studio decorado e sua planta. O studio tem uma previsão para ser entregue em junho de 2022.;Rua Ildefonso Stockler de França;-;1;-;1;-;179000;-;-25.481631;-49.289144;https://www.vivareal.com.br/imovel/apartamento-1-quartos-novo-mundo-bairros-curitiba-17m2-venda-RS179000-id-2529205504/
Apartamento semi imobiliado, com 2 quartos planejados cozinha planejando. Condomínio com água e gás incluso, com 1 vaga na garagem. Na avenida principal, comércios, escolas, hospitais passgem de ónibus na frente. Ao lado do posto de gasolina, rua da cidadania, mercado Jacomar. Otimas estruturas. O imóvel está com ótima estrutura, bem arejado e iluminado. Próximo ao terminal sítio cercado. Tem play graund area de lazer para as crianças.Facilitamos a entrada para o financiamento. A vista: R$165.000,00 ou entrada e mais parcelas.Obs compro consórcio não contemplado pago a vista mesmo em atraso.;Rua Tijucas do Sul;50;2;-;1;1;180000;296;-25.546421;-49.262185;https://www.vivareal.com.br/imovel/apartamento-2-quartos-sitio-cercado-bairro-novo-b-bairros-curitiba-com-garagem-48m2-venda-RS180000-id-2507825183/
Ótima oportunidade!! Excelente localização para estudantes.O apartamento fica próximo ao Colégio Bom Jesus, Cursinho Positivo, Faculdade FAE e Universidade Tecnológica Federal do Paraná - Sede Centro. Apartamento com fácil acesso, fica entre as avenidas Sete de Setembro e Silva Jardim.Diversas comodidades próximas como Shopping Curitiba, Shopping Estação, academias, supermercados, farmácias, padarias e restaurantes.O studio mobiliado, com projeto executado por arquiteto para otimização dos 37m2.Itens do apartamento:-Eletrodomésticos-Sofá-cama-TVO condomínio oferece:Portaria 24 hsEspaço FitnessSalão de FestasLavanderia;Rua Vinte e Quatro de Maio;-;1;-;1;-;235000;350;-25.440511;-49.272589;https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-curitiba-37m2-venda-RS235000-id-2536388107/
Localizado em uma das melhores regiões de Curitiba, o Le Jardin Residencial é um projeto único e completo. O empreendimento conta com mais de 7.500m² de bosque preservado e mais de 20 espaços de lazer . Apartamento com 3 suítes, lavabo, com vista para o bosque, 128,00m² privativos, mobiliado, pronto para mUm dos condomínios mais completos de Curitiba que possui: sollarium, bosque privativo, piscina adulta com borda infinita, piscina infantil e piscina coberta, quadra de squash etc.;Rua Engenheiro Niepce da Silva;178;3;3;5;2;1190000;942;-25.471611;-49.293055;https://www.vivareal.com.br/imovel/apartamento-3-quartos-portao-bairros-curitiba-com-garagem-128m2-venda-RS1190000-id-2493769819/
Apartamento com 3 quartos (1 de serviço), sala para 2 ambientes, cozinha americana, 2 banheiros (1 de serviço) e lavanderia. Lindo projeto luminotécnico, piso em taco em bom estado. Sacada na sala e em um dos quartos. Ambientes amplos e pé direito alto.Fechadura digital.Portaria 24 horas.Apartamento no Centro de Curitiba, próximo a Praça Rui Barbosa, Igreja do Bom Jesus dos Perdões, Santa Casa de Misericórdia, na Alameda Doutor Muricy esquina com Rua André de Barros.;Alameda Doutor Muricy;-;3;-;2;-;250000;500;-25.435447;-49.270994;https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-curitiba-86m2-venda-RS250000-id-2582761522/
